gun_index,incident_id,n_guns_involved,gun_stolen,gun_type
809,111403,1,Unknown,Unknown
810,111064,1,Unknown,Unknown
811,110904,1,Unknown,Unknown
812,110715,25,Unknown,Unknown
813,110715,25,Unknown,Unknown
814,110715,25,Unknown,Unknown
815,110715,25,Unknown,Unknown
816,110715,25,Unknown,Unknown
817,110715,25,Unknown,Unknown
818,110715,25,Unknown,Unknown
819,110715,25,Unknown,Unknown
820,110715,25,Unknown,Unknown
821,110715,25,Unknown,Unknown
822,110715,25,Unknown,Unknown
823,110715,25,Unknown,Unknown
824,110715,25,Unknown,Unknown
825,110715,25,Unknown,Unknown
826,110715,25,Unknown,Unknown
827,110715,25,Unknown,Unknown
828,110715,25,Unknown,Unknown
829,110715,25,Unknown,Unknown
830,110715,25,Unknown,Unknown
831,110715,25,Unknown,Unknown
832,110715,25,Unknown,Unknown
833,110715,25,Unknown,Unknown
834,110715,25,Unknown,Unknown
835,110715,25,Unknown,Unknown
836,110715,25,Unknown,Unknown
837,111266,1,Unknown,357 Mag
838,433725,1,Unknown,38 Spl
839,110939,1,Unknown,Unknown
840,110753,1,Unknown,Handgun
841,110890,1,Unknown,Unknown
842,810502,1,Unknown,Unknown
843,111436,1,Unknown,Unknown
844,111117,1,,
845,111419,1,,
846,111264,1,,
847,123572,1,,
848,111442,1,,
849,111427,1,,
850,111440,1,,
851,111784,1,,
852,111410,1,,
853,111720,1,,
854,699283,2,,
855,699283,2,,
856,111416,1,,
857,113307,1,,
858,111425,1,,
859,111153,1,,
860,119082,1,,
861,111501,1,,
862,111449,1,,
863,112213,1,,
864,112075,1,,
865,111559,1,,
866,112972,1,,
867,111718,1,,
868,111377,1,,
869,117268,1,,
870,111899,1,,
871,112153,1,,
872,111849,1,,
873,111951,1,,
874,335760,1,,
875,112035,1,,
876,112589,1,,
877,112082,1,,
878,112539,1,,
879,407051,2,,
880,407051,2,,
881,113262,1,,
882,112275,1,,
883,112077,1,,
884,113322,1,,
885,507359,1,,
886,112453,1,,
887,112306,1,,
888,123102,2,,
889,123102,2,,
890,112388,1,,
891,112246,1,,
892,114012,1,,
893,112747,1,,
894,805960,1,,
895,112514,1,,
896,267175,1,,
897,112497,1,,
898,113332,1,,
899,113331,1,,
900,113045,1,,
901,112597,1,,
902,113002,1,,
903,112907,1,,
904,112684,1,,
905,112599,1,,
906,123646,1,,
907,123616,1,,
908,112777,1,,
909,457532,2,,
910,457532,2,,
911,181990,1,,
912,112694,1,,
913,116637,1,,
914,113434,1,,
915,113341,1,,
916,113128,1,,
917,112927,1,,
918,112941,1,,
919,112829,1,,
920,112796,1,,
921,261724,1,,
922,134666,1,,
923,112964,1,,
924,113124,1,,
925,113450,1,,
926,180320,1,,
927,113207,1,,
928,162521,1,,
929,112919,1,,
930,113634,1,,
931,114221,1,,
932,113299,1,,
933,113472,1,,
934,113727,1,,
935,113439,1,,
936,113280,1,,
937,114631,1,,
938,113267,1,,
939,113171,1,,
940,113672,1,,
941,113480,1,,
942,113685,1,,
943,113735,1,,
944,115235,1,,
945,113400,1,,
946,113585,1,,
947,113499,1,,
948,113486,1,,
949,114754,1,,
950,117558,1,,
951,113600,2,,
952,113600,2,,
953,114033,1,,
954,113477,1,,
955,117553,1,,
956,113804,1,,
957,113690,1,,
958,385976,1,,
959,526859,1,,
960,705713,2,,
961,705713,2,,
962,117192,1,,
963,114041,1,,
964,114977,1,,
965,114096,1,,
966,113835,1,,
967,114027,1,,
968,113921,1,,
969,115562,1,,
970,286423,1,,
971,114036,1,,
972,113999,1,,
973,114131,1,,
974,114496,1,,
975,114677,1,,
976,114508,1,,
977,114449,1,,
978,114266,1,,
979,114194,1,,
980,114313,1,,
981,114839,1,,
982,127586,1,,
983,115103,1,,
984,114602,1,Unknown,Unknown
985,114578,1,,
986,114667,1,,
987,117603,1,,
988,115174,1,,
989,115031,1,,
990,114493,1,,
991,114624,30,,
992,114624,30,,
993,114624,30,,
994,114624,30,,
995,114624,30,,
996,114624,30,,
997,114624,30,,
998,114624,30,,
999,114624,30,,
